Loading data...
Vocabulary Size: 126197
Train/Dev split: 85710/9523
Writing to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160

2018-11-04T05:09:24.061990: step 1, loss 3.26253, acc 0.5
2018-11-04T10:49:21.059991: step 26702, loss 0.0135981, acc 0.984375
2018-11-04T10:49:21.686658: step 26703, loss 0.0276891, acc 0.984375
2018-11-04T10:49:22.319085: step 26704, loss 0.00854205, acc 1
2018-11-04T10:49:22.948034: step 26705, loss 0.0285118, acc 1
2018-11-04T10:49:23.581540: step 26706, loss 0.00241545, acc 1
2018-11-04T10:49:24.202504: step 26707, loss 0.0356813, acc 0.96875
2018-11-04T10:49:24.851595: step 26708, loss 0.0306055, acc 0.984375
2018-11-04T10:49:25.482775: step 26709, loss 0.0143194, acc 1
2018-11-04T10:49:26.107260: step 26710, loss 0.0143013, acc 1
2018-11-04T10:49:26.730555: step 26711, loss 0.02779, acc 0.96875
2018-11-04T10:49:27.360569: step 26712, loss 0.0172028, acc 1
2018-11-04T10:49:27.980033: step 26713, loss 0.0356749, acc 0.984375
2018-11-04T10:49:28.626716: step 26714, loss 0.0282208, acc 0.984375
2018-11-04T10:49:29.251954: step 26715, loss 0.0272376, acc 0.96875
2018-11-04T10:49:29.879373: step 26716, loss 3.01748e-07, acc 1
2018-11-04T10:49:30.517510: step 26717, loss 0.00847041, acc 1
2018-11-04T10:49:31.139439: step 26718, loss 0.0305555, acc 0.984375
2018-11-04T10:49:31.771243: step 26719, loss 0.0166395, acc 0.984375
2018-11-04T10:49:32.393143: step 26720, loss 0.0441786, acc 0.96875
2018-11-04T10:49:33.026515: step 26721, loss 0.06035, acc 0.96875
2018-11-04T10:49:33.659960: step 26722, loss 0.0221806, acc 0.984375
2018-11-04T10:49:34.291582: step 26723, loss 0.0254187, acc 1
2018-11-04T10:49:34.927164: step 26724, loss 0.022109, acc 0.984375
2018-11-04T10:49:35.560855: step 26725, loss 0.0136624, acc 0.984375
2018-11-04T10:49:36.189224: step 26726, loss 1.1008e-06, acc 1
2018-11-04T10:49:36.827386: step 26727, loss 0.0512872, acc 0.953125
2018-11-04T10:49:37.459648: step 26728, loss 0.0253843, acc 1
2018-11-04T10:49:38.098278: step 26729, loss 0.0147964, acc 0.984375
2018-11-04T10:49:38.736714: step 26730, loss 0.000419112, acc 1
2018-11-04T10:49:39.360871: step 26731, loss 0.00264215, acc 1
2018-11-04T10:49:39.986847: step 26732, loss 0.0220865, acc 0.984375
2018-11-04T10:49:40.622432: step 26733, loss 9.60601e-05, acc 1
2018-11-04T10:49:41.245971: step 26734, loss 0.0139966, acc 0.984375
2018-11-04T10:49:41.876030: step 26735, loss 0.0176367, acc 0.984375
2018-11-04T10:49:42.505936: step 26736, loss 0.0541637, acc 0.96875
2018-11-04T10:49:43.135288: step 26737, loss 0.0272337, acc 0.96875
2018-11-04T10:49:43.768775: step 26738, loss 0.0441714, acc 0.96875
2018-11-04T10:49:44.396231: step 26739, loss 0.0305639, acc 0.984375
2018-11-04T10:49:45.021543: step 26740, loss 0.0465351, acc 0.96875
2018-11-04T10:49:45.662278: step 26741, loss 0.024715, acc 0.984375
2018-11-04T10:49:46.290731: step 26742, loss 0.0430623, acc 0.96875
2018-11-04T10:49:46.916801: step 26743, loss 0.0357685, acc 0.96875
2018-11-04T10:49:47.540827: step 26744, loss 0.0176662, acc 1
2018-11-04T10:49:48.171159: step 26745, loss 0.0295145, acc 0.984375
2018-11-04T10:49:48.802077: step 26746, loss 0.0222132, acc 0.984375
2018-11-04T10:49:49.429912: step 26747, loss 0.0513898, acc 0.984375
2018-11-04T10:49:50.063287: step 26748, loss 0.00155546, acc 1
2018-11-04T10:49:50.695976: step 26749, loss 0.0135435, acc 0.984375
2018-11-04T10:49:51.321117: step 26750, loss 6.77143e-06, acc 1
2018-11-04T10:49:51.949685: step 26751, loss 0.0220726, acc 0.984375
2018-11-04T10:49:52.580969: step 26752, loss 0.0179375, acc 1
2018-11-04T10:49:53.214486: step 26753, loss 0.0135988, acc 0.984375
2018-11-04T10:49:53.840851: step 26754, loss 0.00893046, acc 1
2018-11-04T10:49:54.464748: step 26755, loss 0.00886131, acc 1
2018-11-04T10:49:55.092734: step 26756, loss 0.00885882, acc 1
2018-11-04T10:49:55.716645: step 26757, loss 0.048762, acc 0.953125
2018-11-04T10:49:56.350581: step 26758, loss 0.0175764, acc 1
2018-11-04T10:49:56.975885: step 26759, loss 0.00853821, acc 1
2018-11-04T10:49:57.601630: step 26760, loss 0.00849208, acc 1
2018-11-04T10:49:58.233186: step 26761, loss 0.0406059, acc 0.953125
2018-11-04T10:49:58.867710: step 26762, loss 0.0222656, acc 0.984375
2018-11-04T10:49:59.498988: step 26763, loss 0.0173585, acc 1
2018-11-04T10:50:00.119479: step 26764, loss 0.040736, acc 0.984375
2018-11-04T10:50:00.764406: step 26765, loss 0.0471684, acc 0.96875
2018-11-04T10:50:01.399987: step 26766, loss 1.69973e-05, acc 1
2018-11-04T10:50:02.038327: step 26767, loss 0.00940365, acc 1
2018-11-04T10:50:02.673369: step 26768, loss 0.0318999, acc 0.984375
2018-11-04T10:50:03.301557: step 26769, loss 0.00860333, acc 1
2018-11-04T10:50:03.932920: step 26770, loss 0.0474993, acc 0.984375
2018-11-04T10:50:04.563305: step 26771, loss 0.032945, acc 0.984375
2018-11-04T10:50:05.188792: step 26772, loss 0.0356721, acc 0.96875
2018-11-04T10:50:05.813598: step 26773, loss 0.02432, acc 0.984375
2018-11-04T10:50:06.440068: step 26774, loss 0.0175689, acc 1
2018-11-04T10:50:07.066118: step 26775, loss 0.0357025, acc 0.96875
2018-11-04T10:50:07.695615: step 26776, loss 0.0320845, acc 0.984375
2018-11-04T10:50:08.326572: step 26777, loss 0.000123085, acc 1
2018-11-04T10:50:08.954921: step 26778, loss 0.0104666, acc 1
2018-11-04T10:50:09.584384: step 26779, loss 0.00866275, acc 1
2018-11-04T10:50:10.216214: step 26780, loss 0.0136443, acc 0.984375
2018-11-04T10:50:10.841062: step 26781, loss 0.0129549, acc 1
2018-11-04T10:50:11.466631: step 26782, loss 0.0135957, acc 0.984375
2018-11-04T10:50:12.096082: step 26783, loss 0.0358991, acc 0.96875
2018-11-04T10:50:12.726208: step 26784, loss 0.0227178, acc 1
2018-11-04T10:50:13.352112: step 26785, loss 0.00848327, acc 1
2018-11-04T10:50:13.987654: step 26786, loss 1.69191e-05, acc 1
2018-11-04T10:50:14.620542: step 26787, loss 0.0169635, acc 1
2018-11-04T10:50:15.251295: step 26788, loss 0.0356825, acc 0.96875
2018-11-04T10:50:15.876479: step 26789, loss 0.0410549, acc 0.96875
2018-11-04T10:50:16.505930: step 26790, loss 3.09901e-05, acc 1
2018-11-04T10:50:17.144536: step 26791, loss 4.1327e-05, acc 1
2018-11-04T10:50:17.770743: step 26792, loss 0.00848235, acc 1
2018-11-04T10:50:18.394054: step 26793, loss 0.0356927, acc 0.96875
2018-11-04T10:50:19.025132: step 26794, loss 0.0311785, acc 0.984375
2018-11-04T10:50:19.650084: step 26795, loss 0.00849619, acc 1
2018-11-04T10:50:20.277265: step 26796, loss 0.0221549, acc 0.984375
2018-11-04T10:50:20.900883: step 26797, loss 0.0274746, acc 0.96875
2018-11-04T10:50:21.537200: step 26798, loss 0.0262664, acc 1
2018-11-04T10:50:22.167997: step 26799, loss 0.0314054, acc 0.984375
2018-11-04T10:50:22.626350: step 26800, loss 0, acc 1

Evaluation:
2018-11-04T10:50:33.874602: step 26800, loss 1.58029, acc 0.82264

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-26800

2018-11-04T10:50:36.857977: step 26801, loss 0.00848659, acc 1
2018-11-04T10:50:37.484161: step 26802, loss 0.031488, acc 1
2018-11-04T10:50:38.114979: step 26803, loss 0.0607425, acc 0.953125
2018-11-04T10:50:38.741600: step 26804, loss 0.0103317, acc 1
2018-11-04T10:50:39.372254: step 26805, loss 0.0799303, acc 0.953125
2018-11-04T10:50:39.998587: step 26806, loss 0.00878242, acc 1
2018-11-04T10:50:40.650197: step 26807, loss 7.4309e-06, acc 1
2018-11-04T10:50:41.289703: step 26808, loss 0.08718, acc 0.9375
2018-11-04T10:50:41.916961: step 26809, loss 0.0169722, acc 1
2018-11-04T10:50:42.544055: step 26810, loss 0.0323402, acc 0.984375
2018-11-04T10:50:43.167595: step 26811, loss 0.0396129, acc 0.984375
2018-11-04T10:50:43.801109: step 26812, loss 0.0309332, acc 0.984375
2018-11-04T10:50:44.424730: step 26813, loss 0.0441546, acc 0.96875
2018-11-04T10:50:45.047333: step 26814, loss 0.0170033, acc 1
2018-11-04T10:50:45.677200: step 26815, loss 0.0170747, acc 1
2018-11-04T10:50:46.315811: step 26816, loss 0.00298013, acc 1
2018-11-04T10:50:46.948217: step 26817, loss 0.0272368, acc 0.96875
2018-11-04T10:50:47.574252: step 26818, loss 0.0475192, acc 0.984375
2018-11-04T10:50:48.198500: step 26819, loss 0.0300393, acc 0.984375
2018-11-04T10:50:48.826726: step 26820, loss 6.04953e-06, acc 1
2018-11-04T10:50:49.447935: step 26821, loss 0.0314153, acc 0.984375
2018-11-04T10:50:50.076643: step 26822, loss 0.0399015, acc 0.984375
2018-11-04T10:50:50.710349: step 26823, loss 0.0425543, acc 0.953125
2018-11-04T10:50:51.334872: step 26824, loss 0.0141237, acc 0.984375
2018-11-04T10:50:51.969770: step 26825, loss 0.0625578, acc 0.96875
2018-11-04T10:50:52.600374: step 26826, loss 0.0307418, acc 0.984375
2018-11-04T10:50:53.224301: step 26827, loss 0.0237392, acc 0.984375
2018-11-04T10:50:53.849904: step 26828, loss 0.0182658, acc 1
2018-11-04T10:50:54.477408: step 26829, loss 0.0165198, acc 0.984375
2018-11-04T10:50:55.103277: step 26830, loss 0.0357124, acc 0.96875
2018-11-04T10:50:55.728443: step 26831, loss 0.00890663, acc 1
2018-11-04T10:50:56.351673: step 26832, loss 0.0140879, acc 0.984375
2018-11-04T10:50:56.976471: step 26833, loss 0.0265181, acc 1
2018-11-04T10:50:57.607534: step 26834, loss 0.000602501, acc 1
2018-11-04T10:50:58.227463: step 26835, loss 0.0236167, acc 1
2018-11-04T10:50:58.862863: step 26836, loss 7.65234e-06, acc 1
2018-11-04T10:50:59.491762: step 26837, loss 0.0136968, acc 0.984375
2018-11-04T10:51:00.125309: step 26838, loss 0.00535827, acc 1
2018-11-04T10:51:00.762149: step 26839, loss 0.0225717, acc 1
2018-11-04T10:51:01.395494: step 26840, loss 0.00015822, acc 1
2018-11-04T10:51:02.026195: step 26841, loss 0.00844636, acc 1
2018-11-04T10:51:02.656764: step 26842, loss 0.0237907, acc 1
2018-11-04T10:51:03.289696: step 26843, loss 0.0221341, acc 0.984375
2018-11-04T10:51:03.919351: step 26844, loss 6.91891e-06, acc 1
2018-11-04T10:51:04.545154: step 26845, loss 0.00792997, acc 1
2018-11-04T10:51:05.174264: step 26846, loss 0.0273698, acc 0.96875
2018-11-04T10:51:05.813065: step 26847, loss 0.0136892, acc 0.984375
2018-11-04T10:51:06.438230: step 26848, loss 0.0136942, acc 0.984375
2018-11-04T10:51:07.069172: step 26849, loss 0.0140461, acc 0.984375
2018-11-04T10:51:07.697168: step 26850, loss 0.0221117, acc 0.984375
2018-11-04T10:51:08.332492: step 26851, loss 0.0245869, acc 0.984375
2018-11-04T10:51:08.961472: step 26852, loss 0.00842455, acc 1
2018-11-04T10:51:09.587410: step 26853, loss 2.49906e-05, acc 1
2018-11-04T10:51:10.225772: step 26854, loss 0.00037378, acc 1
2018-11-04T10:51:10.861124: step 26855, loss 0.0174394, acc 1
2018-11-04T10:51:11.489108: step 26856, loss 0.0170036, acc 1
2018-11-04T10:51:12.118985: step 26857, loss 0.025367, acc 1
2018-11-04T10:51:12.739381: step 26858, loss 8.19562e-08, acc 1
2018-11-04T10:51:13.364396: step 26859, loss 0.0409079, acc 0.984375
2018-11-04T10:51:14.000790: step 26860, loss 0.0426455, acc 0.96875
2018-11-04T10:51:14.619306: step 26861, loss 0.0137058, acc 0.984375
2018-11-04T10:51:15.251055: step 26862, loss 0.0112152, acc 1
2018-11-04T10:51:15.880320: step 26863, loss 0.0414017, acc 0.953125
2018-11-04T10:51:16.505813: step 26864, loss 0.00840761, acc 1
2018-11-04T10:51:17.134646: step 26865, loss 0.0308246, acc 0.984375
2018-11-04T10:51:17.757615: step 26866, loss 0.0473272, acc 0.984375
2018-11-04T10:51:18.383757: step 26867, loss 0.0221513, acc 0.984375
2018-11-04T10:51:19.009732: step 26868, loss 0.0459596, acc 0.96875
2018-11-04T10:51:19.633253: step 26869, loss 0.0221101, acc 0.984375
2018-11-04T10:51:20.265953: step 26870, loss 0.0274245, acc 0.96875
2018-11-04T10:51:20.892358: step 26871, loss 0.00761001, acc 1
2018-11-04T10:51:21.520300: step 26872, loss 0.00869238, acc 1
2018-11-04T10:51:22.153607: step 26873, loss 0.00841663, acc 1
2018-11-04T10:51:22.776219: step 26874, loss 3.67665e-06, acc 1
2018-11-04T10:51:23.403935: step 26875, loss 0.0241441, acc 0.984375
2018-11-04T10:51:24.033385: step 26876, loss 0.0276384, acc 0.96875
2018-11-04T10:51:24.663068: step 26877, loss 0.0275064, acc 0.96875
2018-11-04T10:51:25.291760: step 26878, loss 0.0138276, acc 0.984375
2018-11-04T10:51:25.919726: step 26879, loss 0.0305158, acc 0.984375
2018-11-04T10:51:26.545968: step 26880, loss 0.0307063, acc 0.984375
2018-11-04T10:51:27.173844: step 26881, loss 0.0278416, acc 0.984375
2018-11-04T10:51:27.800183: step 26882, loss 0.0221139, acc 0.984375
2018-11-04T10:51:28.430008: step 26883, loss 0.0225896, acc 0.984375
2018-11-04T10:51:29.064349: step 26884, loss 0.0221023, acc 0.984375
2018-11-04T10:51:29.703273: step 26885, loss 6.33299e-08, acc 1
2018-11-04T10:51:30.342703: step 26886, loss 0.0526313, acc 0.96875
2018-11-04T10:51:30.972103: step 26887, loss 0.00844543, acc 1
2018-11-04T10:51:31.608555: step 26888, loss 0.0175021, acc 1
2018-11-04T10:51:32.238256: step 26889, loss 7.24692e-06, acc 1
2018-11-04T10:51:32.869640: step 26890, loss 4.48288e-05, acc 1
2018-11-04T10:51:33.492462: step 26891, loss 0.00842989, acc 1
2018-11-04T10:51:34.124555: step 26892, loss 0.0305275, acc 0.984375
2018-11-04T10:51:34.749560: step 26893, loss 0.0297833, acc 1
2018-11-04T10:51:35.386216: step 26894, loss 0.0163139, acc 0.984375
2018-11-04T10:51:36.020559: step 26895, loss 0.0389696, acc 0.984375
2018-11-04T10:51:36.656068: step 26896, loss 0.0275841, acc 0.96875
2018-11-04T10:51:37.287182: step 26897, loss 0.0145564, acc 1
2018-11-04T10:51:37.920000: step 26898, loss 0.0241731, acc 0.984375
2018-11-04T10:51:38.551588: step 26899, loss 0.0226788, acc 0.984375
2018-11-04T10:51:39.192549: step 26900, loss 0.052629, acc 0.96875

Evaluation:
2018-11-04T10:51:50.411687: step 26900, loss 1.58189, acc 0.82306

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-26900

2018-11-04T10:51:53.327463: step 26901, loss 7.24968e-06, acc 1
2018-11-04T10:51:53.952523: step 26902, loss 0.0222203, acc 0.984375
2018-11-04T10:51:54.579629: step 26903, loss 0.0238213, acc 0.984375
2018-11-04T10:51:55.203221: step 26904, loss 0.0493259, acc 0.984375
2018-11-04T10:51:55.840333: step 26905, loss 0.0308409, acc 0.984375
2018-11-04T10:51:56.469526: step 26906, loss 0.000832552, acc 1
2018-11-04T10:51:57.096943: step 26907, loss 0.0336786, acc 1
2018-11-04T10:51:57.748442: step 26908, loss 0.0305272, acc 0.984375
2018-11-04T10:51:58.387754: step 26909, loss 8.50752e-06, acc 1
2018-11-04T10:51:59.021558: step 26910, loss 5.8627e-06, acc 1
2018-11-04T10:51:59.662584: step 26911, loss 0.0526602, acc 0.96875
2018-11-04T10:52:00.282428: step 26912, loss 0.0221103, acc 0.984375
2018-11-04T10:52:00.919366: step 26913, loss 0.0507961, acc 0.953125
2018-11-04T10:52:01.544365: step 26914, loss 0.027596, acc 0.96875
2018-11-04T10:52:02.171413: step 26915, loss 3.50689e-05, acc 1
2018-11-04T10:52:02.832274: step 26916, loss 0.0137133, acc 0.984375
2018-11-04T10:52:03.463274: step 26917, loss 0.0321185, acc 0.984375
2018-11-04T10:52:04.092062: step 26918, loss 0.047385, acc 0.984375
2018-11-04T10:52:04.722873: step 26919, loss 0.0221199, acc 0.984375
2018-11-04T10:52:05.345494: step 26920, loss 0.0552629, acc 0.953125
2018-11-04T10:52:05.976932: step 26921, loss 2.22571e-06, acc 1
2018-11-04T10:52:06.602916: step 26922, loss 0.0273741, acc 0.96875
2018-11-04T10:52:07.226168: step 26923, loss 0.0116491, acc 1
2018-11-04T10:52:07.846586: step 26924, loss 0.0305285, acc 0.984375
2018-11-04T10:52:08.471302: step 26925, loss 0.0253542, acc 1
2018-11-04T10:52:09.098560: step 26926, loss 0.00843216, acc 1
2018-11-04T10:52:09.730661: step 26927, loss 0.0158082, acc 1
2018-11-04T10:52:10.357607: step 26928, loss 0.0221061, acc 0.984375
2018-11-04T10:52:10.987245: step 26929, loss 0.0308689, acc 0.984375
2018-11-04T10:52:11.615896: step 26930, loss 0.0136758, acc 0.984375
2018-11-04T10:52:12.238212: step 26931, loss 0.0442043, acc 0.96875
2018-11-04T10:52:12.864092: step 26932, loss 0.0221024, acc 0.984375
2018-11-04T10:52:13.498743: step 26933, loss 0.00915302, acc 1
2018-11-04T10:52:14.124091: step 26934, loss 0.0305669, acc 0.984375
2018-11-04T10:52:14.749330: step 26935, loss 0.0351564, acc 1
2018-11-04T10:52:15.374740: step 26936, loss 0.0175427, acc 1
2018-11-04T10:52:16.006289: step 26937, loss 0.0221168, acc 0.984375
2018-11-04T10:52:16.633341: step 26938, loss 0.00181267, acc 1
2018-11-04T10:52:17.262417: step 26939, loss 0.000162388, acc 1
2018-11-04T10:52:17.888859: step 26940, loss 0.0180519, acc 1
2018-11-04T10:52:18.514113: step 26941, loss 0.050936, acc 0.953125
2018-11-04T10:52:19.143791: step 26942, loss 0.0369112, acc 0.96875
2018-11-04T10:52:19.770290: step 26943, loss 0.0274341, acc 0.96875
2018-11-04T10:52:20.399506: step 26944, loss 0.0362448, acc 0.96875
2018-11-04T10:52:21.032130: step 26945, loss 0.0168109, acc 1
2018-11-04T10:52:21.654249: step 26946, loss 0.0459143, acc 0.984375
2018-11-04T10:52:22.293351: step 26947, loss 0.0137252, acc 0.984375
2018-11-04T10:52:22.919509: step 26948, loss 0.0259027, acc 1
2018-11-04T10:52:23.545671: step 26949, loss 0.0142789, acc 0.984375
2018-11-04T10:52:24.174533: step 26950, loss 0.0298027, acc 0.96875
2018-11-04T10:52:24.803959: step 26951, loss 0.03785, acc 0.984375
2018-11-04T10:52:25.430464: step 26952, loss 0.0308049, acc 0.984375
2018-11-04T10:52:26.060855: step 26953, loss 0.0152944, acc 0.984375
2018-11-04T10:52:26.684436: step 26954, loss 0.0398607, acc 0.984375
2018-11-04T10:52:27.318514: step 26955, loss 0.00746674, acc 1
2018-11-04T10:52:27.952799: step 26956, loss 0.0587837, acc 0.96875
2018-11-04T10:52:28.584206: step 26957, loss 0.0137491, acc 0.984375
2018-11-04T10:52:29.211798: step 26958, loss 0.0137385, acc 0.984375
2018-11-04T10:52:29.840646: step 26959, loss 0.0388915, acc 0.984375
2018-11-04T10:52:30.533377: step 26960, loss 0.0310942, acc 0.984375
2018-11-04T10:52:31.166895: step 26961, loss 0.0142198, acc 0.984375
2018-11-04T10:52:31.804807: step 26962, loss 0.0274623, acc 0.96875
2018-11-04T10:52:32.434377: step 26963, loss 0.022115, acc 0.984375
2018-11-04T10:52:33.064532: step 26964, loss 0.0138165, acc 0.984375
2018-11-04T10:52:33.692797: step 26965, loss 0.0168993, acc 1
2018-11-04T10:52:34.321443: step 26966, loss 0.0086634, acc 1
2018-11-04T10:52:34.949361: step 26967, loss 0.0253465, acc 1
2018-11-04T10:52:35.582107: step 26968, loss 0.0305065, acc 0.984375
2018-11-04T10:52:36.210578: step 26969, loss 0.0168223, acc 1
2018-11-04T10:52:36.835790: step 26970, loss 0.00867237, acc 1
2018-11-04T10:52:37.480276: step 26971, loss 0.0280164, acc 1
2018-11-04T10:52:38.110602: step 26972, loss 5.68013e-06, acc 1
2018-11-04T10:52:38.738949: step 26973, loss 0.0137493, acc 0.984375
2018-11-04T10:52:39.371751: step 26974, loss 0.111656, acc 0.96875
2018-11-04T10:52:40.002220: step 26975, loss 0.0167366, acc 1
2018-11-04T10:52:40.632287: step 26976, loss 0.0359115, acc 0.96875
2018-11-04T10:52:41.262841: step 26977, loss 1.17717e-06, acc 1
2018-11-04T10:52:41.882005: step 26978, loss 0.00836534, acc 1
2018-11-04T10:52:42.529543: step 26979, loss 0.00836229, acc 1
2018-11-04T10:52:43.156004: step 26980, loss 0.0688919, acc 0.921875
2018-11-04T10:52:43.778468: step 26981, loss 0.030498, acc 0.984375
2018-11-04T10:52:44.410740: step 26982, loss 0.0158773, acc 0.984375
2018-11-04T10:52:45.031604: step 26983, loss 0.0221229, acc 0.984375
2018-11-04T10:52:45.663536: step 26984, loss 0.0221833, acc 0.984375
2018-11-04T10:52:46.295578: step 26985, loss 0.0221849, acc 0.984375
2018-11-04T10:52:46.921138: step 26986, loss 7.47903e-06, acc 1
2018-11-04T10:52:47.551946: step 26987, loss 0.0311474, acc 0.984375
2018-11-04T10:52:48.176070: step 26988, loss 0.0137834, acc 0.984375
2018-11-04T10:52:48.799243: step 26989, loss 0.0358611, acc 0.96875
2018-11-04T10:52:49.424848: step 26990, loss 0.0222797, acc 0.984375
2018-11-04T10:52:50.050668: step 26991, loss 0.0137142, acc 0.984375
2018-11-04T10:52:50.687699: step 26992, loss 0.00840979, acc 1
2018-11-04T10:52:51.321668: step 26993, loss 0.030645, acc 0.984375
2018-11-04T10:52:51.949667: step 26994, loss 0.0429017, acc 0.953125
2018-11-04T10:52:52.580750: step 26995, loss 0.0398074, acc 0.984375
2018-11-04T10:52:53.204266: step 26996, loss 0.00143116, acc 1
2018-11-04T10:52:53.831917: step 26997, loss 0.0168534, acc 1
2018-11-04T10:52:54.464395: step 26998, loss 0.00853911, acc 1
2018-11-04T10:52:55.091136: step 26999, loss 0.0176416, acc 1
2018-11-04T10:52:55.718412: step 27000, loss 0.0463902, acc 0.96875

Evaluation:
2018-11-04T10:53:06.963689: step 27000, loss 1.59585, acc 0.822955

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-27000

2018-11-04T10:53:10.112702: step 27001, loss 0.0220579, acc 1
2018-11-04T10:53:10.750753: step 27002, loss 0.00108679, acc 1
2018-11-04T10:53:11.375245: step 27003, loss 0.0518049, acc 0.984375
2018-11-04T10:53:12.024746: step 27004, loss 0.0136714, acc 0.984375
2018-11-04T10:53:12.669071: step 27005, loss 0.030599, acc 0.984375
2018-11-04T10:53:13.296288: step 27006, loss 0.0119972, acc 0.984375
2018-11-04T10:53:13.934038: step 27007, loss 0.00842459, acc 1
2018-11-04T10:53:14.589087: step 27008, loss 0.0305251, acc 0.984375
2018-11-04T10:53:15.215742: step 27009, loss 0.000378511, acc 1
2018-11-04T10:53:15.856003: step 27010, loss 0.0223846, acc 0.984375
2018-11-04T10:53:16.484111: step 27011, loss 0.00845981, acc 1
2018-11-04T10:53:17.111793: step 27012, loss 0.0221316, acc 0.984375
2018-11-04T10:53:17.746179: step 27013, loss 0.0279386, acc 0.96875
2018-11-04T10:53:18.366551: step 27014, loss 0.0148259, acc 0.984375
2018-11-04T10:53:18.998045: step 27015, loss 0.0213879, acc 0.984375
2018-11-04T10:53:19.631461: step 27016, loss 0.0143334, acc 0.984375
2018-11-04T10:53:20.262148: step 27017, loss 0.014651, acc 0.984375
2018-11-04T10:53:20.896386: step 27018, loss 0.0362697, acc 0.96875
2018-11-04T10:53:21.533137: step 27019, loss 0.0221074, acc 0.984375
2018-11-04T10:53:22.160151: step 27020, loss 0.0177848, acc 0.984375
2018-11-04T10:53:22.797525: step 27021, loss 6.21668e-05, acc 1
2018-11-04T10:53:23.420933: step 27022, loss 0.0221025, acc 0.984375
2018-11-04T10:53:24.049020: step 27023, loss 0.0824983, acc 0.953125
2018-11-04T10:53:24.679624: step 27024, loss 0.00844404, acc 1
2018-11-04T10:53:25.303958: step 27025, loss 0.016999, acc 1
2018-11-04T10:53:25.939169: step 27026, loss 0.0858073, acc 0.96875
2018-11-04T10:53:26.571044: step 27027, loss 0.027945, acc 0.96875
2018-11-04T10:53:27.202253: step 27028, loss 0.0165489, acc 1
2018-11-04T10:53:27.840138: step 27029, loss 0.0119635, acc 1
2018-11-04T10:53:28.471893: step 27030, loss 0.0273203, acc 0.96875
2018-11-04T10:53:29.105579: step 27031, loss 0.0221354, acc 0.984375
2018-11-04T10:53:29.741890: step 27032, loss 0.0720991, acc 0.9375
2018-11-04T10:53:30.371246: step 27033, loss 0.0171607, acc 1
2018-11-04T10:53:31.001378: step 27034, loss 0.0169363, acc 1
2018-11-04T10:53:31.631601: step 27035, loss 5.4879e-05, acc 1
2018-11-04T10:53:32.266105: step 27036, loss 0.022268, acc 0.984375
2018-11-04T10:53:32.891680: step 27037, loss 0.030602, acc 0.984375
2018-11-04T10:53:33.525853: step 27038, loss 0.0197766, acc 0.984375
2018-11-04T10:53:34.150796: step 27039, loss 2.94295e-07, acc 1
2018-11-04T10:53:34.781992: step 27040, loss 0.0108982, acc 1
2018-11-04T10:53:35.407010: step 27041, loss 7.2276e-06, acc 1
2018-11-04T10:53:36.058720: step 27042, loss 0.05078, acc 0.96875
2018-11-04T10:53:36.690859: step 27043, loss 0.0272877, acc 0.96875
2018-11-04T10:53:37.317494: step 27044, loss 0.000628737, acc 1
2018-11-04T10:53:37.952838: step 27045, loss 0.0306523, acc 0.984375
2018-11-04T10:53:38.579995: step 27046, loss 0.172287, acc 0.9375
2018-11-04T10:53:39.210411: step 27047, loss 0.0140662, acc 0.984375
2018-11-04T10:53:39.843945: step 27048, loss 0.00845164, acc 1
2018-11-04T10:53:40.472548: step 27049, loss 0.0172953, acc 1
2018-11-04T10:53:41.105770: step 27050, loss 3.56663e-06, acc 1
2018-11-04T10:53:41.728510: step 27051, loss 0.0457265, acc 0.96875
2018-11-04T10:53:42.358375: step 27052, loss 0.00844286, acc 1
2018-11-04T10:53:43.004081: step 27053, loss 0.0220957, acc 0.984375
2018-11-04T10:53:43.629377: step 27054, loss 0.0136537, acc 0.984375
2018-11-04T10:53:44.266432: step 27055, loss 0.0383758, acc 0.96875
2018-11-04T10:53:44.896656: step 27056, loss 9.45088e-06, acc 1
2018-11-04T10:53:45.520195: step 27057, loss 0.00844322, acc 1
2018-11-04T10:53:46.151589: step 27058, loss 0.0305368, acc 0.984375
2018-11-04T10:53:46.773327: step 27059, loss 5.49014e-06, acc 1
2018-11-04T10:53:47.400862: step 27060, loss 0.00842363, acc 1
2018-11-04T10:53:48.034460: step 27061, loss 0.036931, acc 0.96875
2018-11-04T10:53:48.664602: step 27062, loss 0.000515867, acc 1
2018-11-04T10:53:49.302437: step 27063, loss 0.0394544, acc 0.984375
2018-11-04T10:53:49.929192: step 27064, loss 0.0137223, acc 0.984375
2018-11-04T10:53:50.556411: step 27065, loss 0.0338029, acc 1
2018-11-04T10:53:51.189817: step 27066, loss 0.0138775, acc 0.984375
2018-11-04T10:53:51.820699: step 27067, loss 0.0358087, acc 0.96875
2018-11-04T10:53:52.452138: step 27068, loss 0.0136665, acc 0.984375
2018-11-04T10:53:53.080348: step 27069, loss 0.0364846, acc 0.96875
